       wId wName                                          wCap        sId        nId
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       143 Supplier#000000066____ALGERIA                 10485         66          0
       144 Supplier#000000072___EGYPT                     1832         72          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       144 Supplier#000000033____EGYPT                    7101         33          4
       145 Supplier#000000073___BRAZIL                    2588         73          2
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       145 Supplier#000000033____JAPAN                    7101         33         12
       146 Supplier#000000073___JAPAN                     2588         73         12
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       146 Supplier#000000033____CANADA                   7101         33          3
       147 Supplier#000000074___IRAN                      1668         74         10
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       147 Supplier#000000001____EGYPT                    9198          1          4
       148 Supplier#000000074___CANADA                    1668         74          3
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       148 Supplier#000000001____ROMANIA                  9198          1         19
       149 Supplier#000000075___BRAZIL                    2100         75          2
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       149 Supplier#000000001____MOROCCO                  9198          1         15
       150 Supplier#000000075___SAUDI ARABIA              2100         75         20
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       150 Supplier#000000010____GERMANY                  8676         10          7
       151 Supplier#000000076___IRAN                      1850         76         10
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       151 Supplier#000000010____CANADA                   8676         10          3
       152 Supplier#000000076___BRAZIL                    1850         76          2
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       152 Supplier#000000010____KENYA                    8676         10         14
       153 Supplier#000000077___EGYPT                     2134         77          4
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       153 Supplier#000000006____IRAN                     7794          6         10
       154 Supplier#000000077___KENYA                     2134         77         14
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       154 Supplier#000000006____CANADA                   7794          6          3
       155 Supplier#000000078___CANADA                    1964         78          3
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       155 Supplier#000000006____INDIA                    7794          6          8
       156 Supplier#000000078___IRAN                      1964         78         10
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       156 Supplier#000000039____SAUDI ARABIA             8901         39         20
       157 Supplier#000000079___IRAN                      1964         79         10
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       157 Supplier#000000039____CANADA                   8901         39          3
       158 Supplier#000000079___ARGENTINA                 1964         79          1
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       158 Supplier#000000039____IRAQ                     8901         39         11
       159 Supplier#000000080___EGYPT                     1700         80          4
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       159 Supplier#000000015____SAUDI ARABIA            10152         15         20
       160 Supplier#000000080___BRAZIL                    1700         80          2
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       160 Supplier#000000015____EGYPT                   10152         15          4
       161 Supplier#000000081___ALGERIA                   1776         81          0
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       161 Supplier#000000015____IRAN                    10152         15         10
       162 Supplier#000000081___JAPAN                     1776         81         12
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       162 Supplier#000000002____VIETNAM                  8442          2         21
       163 Supplier#000000082___CANADA                    2008         82          3
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       163 Supplier#000000002____SAUDI ARABIA             8442          2         20
       164 Supplier#000000082___IRAN                      2008         82         10
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       164 Supplier#000000002____INDONESIA                8442          2          9
       165 Supplier#000000083___BRAZIL                    2016         83          2
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       165 Supplier#000000058____ALGERIA                  7857         58          0
       166 Supplier#000000083___EGYPT                     2016         83          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       166 Supplier#000000058____EGYPT                    7857         58          4
       167 Supplier#000000084___BRAZIL                    1980         84          2
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       167 Supplier#000000058____VIETNAM                  7857         58         21
       168 Supplier#000000084___MOROCCO                   1980         84         15
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       168 Supplier#000000031____ALGERIA                  7200         31          0
       169 Supplier#000000085___JORDAN                    1756         85         13
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       169 Supplier#000000031____IRAN                     7200         31         10
       170 Supplier#000000085___UNITED KINGDOM            1756         85         23
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       170 Supplier#000000031____JAPAN                    7200         31         12
       171 Supplier#000000086___EGYPT                     1926         86          4
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       171 Supplier#000000025____BRAZIL                   8469         25          2
       172 Supplier#000000086___MOROCCO                   1926         86         15
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       172 Supplier#000000025____ALGERIA                  8469         25          0
       173 Supplier#000000087___EGYPT                     2114         87          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       173 Supplier#000000025____EGYPT                    8469         25          4
       174 Supplier#000000087___SAUDI ARABIA              2114         87         20
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       174 Supplier#000000072____CANADA                   8244         72          3
       175 Supplier#000000088___ALGERIA                   1752         88          0
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       175 Supplier#000000072____EGYPT                    8244         72          4
       176 Supplier#000000088___VIETNAM                   1752         88         21
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       176 Supplier#000000072____IRAN                     8244         72         10
       177 Supplier#000000089___ALGERIA                   1936         89          0
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       177 Supplier#000000052____CANADA                   9081         52          3
       178 Supplier#000000089___IRAN                      1936         89         10
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       178 Supplier#000000052____EGYPT                    9081         52          4
       179 Supplier#000000090___IRAN                      1858         90         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       179 Supplier#000000052____IRAN                     9081         52         10
       180 Supplier#000000090___MOROCCO                   1858         90         15
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       180 Supplier#000000045____CANADA                   8694         45          3
       181 Supplier#000000091___ALGERIA                   1696         91          0
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       181 Supplier#000000045____IRAN                     8694         45         10
       182 Supplier#000000091___KENYA                     1696         91         14
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       182 Supplier#000000045____INDIA                    8694         45          8
       183 Supplier#000000092___JAPAN                     1694         92         12
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       183 Supplier#000000005____CANADA                   7785          5          3
       184 Supplier#000000092___ALGERIA                   1694         92          0
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       184 Supplier#000000005____EGYPT                    7785          5          4
       185 Supplier#000000093___JORDAN                    1680         93         13
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       185 Supplier#000000005____INDIA                    7785          5          8
       186 Supplier#000000093___MOROCCO                   1680         93         15
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       186 Supplier#000000086____EGYPT                    8667         86          4
       187 Supplier#000000094___BRAZIL                    1980         94          2
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       187 Supplier#000000086____MOROCCO                  8667         86         15
       188 Supplier#000000094___EGYPT                     1980         94          4
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       188 Supplier#000000086____CANADA                   8667         86          3
       189 Supplier#000000095___EGYPT                     1686         95          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       189 Supplier#000000080____EGYPT                    7650         80          4
       190 Supplier#000000095___IRAN                      1686         95         10
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       190 Supplier#000000080____BRAZIL                   7650         80          2
       191 Supplier#000000096___MOROCCO                   2054         96         15
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       191 Supplier#000000080____IRAN                     7650         80         10
       192 Supplier#000000096___CANADA                    2054         96          3
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       192 Supplier#000000013____EGYPT                    8424         13          4
       193 Supplier#000000097___BRAZIL                    1978         97          2
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       193 Supplier#000000013____MOZAMBIQUE               8424         13         16
       194 Supplier#000000097___JAPAN                     1978         97         12
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       194 Supplier#000000013____ALGERIA                  8424         13          0
       195 Supplier#000000098___CANADA                    1872         98          3
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       195 Supplier#000000009____EGYPT                    8073          9          4
       196 Supplier#000000098___IRAN                      1872         98         10
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       196 Supplier#000000009____IRAQ                     8073          9         11
       197 Supplier#000000099___INDONESIA                 2454         99          9
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       197 Supplier#000000009____CANADA                   8073          9          3
       198 Supplier#000000099___BRAZIL                    2454         99          2
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       198 Supplier#000000062____INDONESIA                8397         62          9
       199 Supplier#000000100___IRAN                      1874        100         10
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       199 Supplier#000000062____EGYPT                    8397         62          4
       200 Supplier#000000100___JAPAN                     1874        100         12
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       200 Supplier#000000062____SAUDI ARABIA             8397         62         20
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       201 Supplier#000000035____ROMANIA                  8694         35         19
       202 Supplier#000000035____BRAZIL                   8694         35          2
       202 Supplier#000000035____BRAZIL                   8694         35          2
